Last Name;First Name;Position_cat4;Position;Team;Nat;Ht;Wt;Hand;GP;G;A;A1;A2;PTS;Plus_min;E_plus_min;PIM;Shifts;TOI;TOI_2;TOI/GP;TOI%;IPP%;SH%;SV%;PDO;F/60;A/60;Pct%;Diff;Diff/60;iCF;iFF;iSF;ixG;iSCF;iRB;iRS;iDS;sDist;sDist_2;Pass;iHF;iHA;iHDf;iMiss;iGVA;iTKA;iBLK;BLK%;iFOW;iFOL;FO%;%FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL;FOW.Up;FOL.Up;FOW.Down;FOL.Down;FOW.Close;FOL.Close;OTG;1G;GWG;ENG;PSG;PSA;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;CBar ;Post;Over;Wide;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;iPenT;iPenD;iPENT;iPEND;iPenDf;NPD;Min;Maj;Match;Misc;Game;CF;CA;FF;FA;SF;SA;xGF;xGA;SCF;SCA;GF;GA;RBF;RBA;RSF;RSA;DSF;DSA;FOW;FOL;HF;HA;GVA;TKA;PENT;PEND;OPS;DPS;PS;SOS;SOG;SOGDG;OTOI;Grit;DAP;Pace;GS;GS/G
Martinez;Alec;Defense;D;L.A;USA;73;212;L;82;9;30;13;17;39;-17;4;24;2431;106475;1769.6;21.63;0.36;0.51;0.08;0.891;974;2.61;2.81;0.48;-6;-0.2;333;224;144;8.7;19;14;18;32;45.8;44.8;186.2;137;147;-10;80;51;5;167;0.11;0;1;0.00;0.00;0;1;0;0;0;0;0;1;0;0;0;0;2;1;3;0;0;0;0;0;1;1;0;0;7;1;1;5;73;9;2;49;21;0;1;62;12;5;12;5;-7;4.1;12;0;0;0;0;1791;1531;1365;1105;923;759;87.3;72.3;289;244;77;83;89;54;95;82;184;136;844;827;796;752;256;97;96;87;3.1;3.7;6.8;;;;3149.2;328;11.8;112.6;51.8;0.63
Martinook;Jordan;Left wing;LW/C;ARI;CAN;72;202;L;77;11;14;10;4;25;-8;-10.6;40;1686;72438;1206.1;15.68;0.28;0.57;0.08;0.905;988;2.19;3.33;0.40;-23;-1.14;199;160;109;12.4;47;11;10;21;27.2;25.5;222.7;50;81;-31;51;21;40;68;0.05;460;577;0.44;0.78;227;242;135;202;98;133;143;158;139;187;289;347;0;3;2;1;0;0;0;0;0;4;1;0;6;2;1;7;41;17;0;3;15;7;5;62;20;11;20;9;-9;-5.9;20;0;0;0;0;959;1337;742;1004;529;704;44.6;72;150;251;44;67;54;80;49;35;103;115;599;734;483;373;136;106;66;59;0.6;1.1;1.7;;;;3177.67;158;4.5;114.2;19;0.25
Martinsen;Andreas;Left wing;LW/C;COL/MTL;NOR;75;220;L;64;3;4;3;1;7;-14;-10.1;32;955;38220;636.7;9.95;0.19;0.70;0.04;0.919;963;0.94;2.64;0.26;-18;-1.7;133;105;73;5.9;19;3;4;7;36.4;32.7;67.4;173;63;110;32;11;25;28;0.04;3;1;0.75;0.01;1;0;1;1;1;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;4;26;6;0;4;10;4;0;49;13;5;12;3;-8;-9;11;2;0;0;0;447;666;338;491;228;346;16.6;26.9;48;87;10;28;9;29;27;19;36;48;276;291;396;229;81;71;57;32;-0.7;0.3;-0.4;;;;2770.14;235;18;104.9;0.8;0.01
Matheson;Michael;Defense;D;FLA;CAN;74;192;L;81;7;10;7;3;17;-5;-6.3;36;1952;102317;1697;21.05;0.36;0.28;0.07;0.918;992;2.12;2.76;0.44;-18;-0.64;314;246;179;8.2;10;1;10;11;47.2;43.1;124.5;69;85;-16;67;65;48;118;0.07;1;0;1.00;0.00;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;2;1;1;0;4;5;58;7;0;62;34;3;6;67;18;17;18;12;-1;-1.5;18;0;0;0;0;1436;1660;1121;1281;817;952;61.2;81.8;176;271;60;78;42;72;68;76;110;148;776;875;582;530;255;262;110;114;0.5;3.9;4.4;;;;3059.35;223;6.5;109.5;27.9;0.34
Matthews;Auston;Center;C;TOR;USA;75;216;L;82;40;29;20;9;69;2;7.6;14;1894;86745;1440.5;17.53;0.31;0.81;0.10;0.923;1018;3.54;2.21;0.62;32;1.33;474;387;279;34.1;133;23;35;58;25;23.7;277.5;21;NA;NA;110;44;76;61;0.05;530;602;0.47;0.84;95;124;190;208;243;265;195;229;158;186;309;352;1;14;8;1;0;0;5;0;0;10;6;0;19;0;6;15;89;36;1;6;98;17;10;111;6;22;8;21;16;11.5;6;0;0;0;0;1677;1261;1264;970;890;687;91.7;59.6;333;209;85;53;54;41;96;71;150;112;622;712;381;661;228;208;79;94;8.2;1.5;9.7;8;2;0;3190.76;96;16.2;122.4;77.9;0.95
Matthias;Shawn;Left wing;LW/C;WPG;CAN;76;231;L;45;8;4;3;1;12;0;-2.5;13;882;36612;608.9;13.57;0.26;0.55;0.08;0.923;1003;2.17;2.66;0.45;-5;-0.49;86;73;51;5.1;17;4;7;11;26.6;22.8;69.5;47;34;13;22;8;10;19;0.03;5;11;0.31;0.03;2;6;3;0;0;5;3;3;0;7;3;4;0;6;1;0;0;0;1;1;2;1;0;0;3;0;0;3;19;13;2;6;4;1;0;25;5;4;5;4;-1;-1.1;4;1;0;0;0;481;615;364;474;274;350;21.4;32.9;65;97;22;27;18;30;37;29;55;59;291;283;269;207;93;74;40;32;0.5;0.6;1.1;;;;1757.26;80;14.3;108;12.1;0.27
Mayfield;Scott;Defense;D;NYI;USA;76;224;R;25;2;7;3;4;9;-1;-0.9;35;430;21210;353.4;14.13;0.27;0.45;0.11;0.887;997;3.4;3.57;0.49;-1;-0.17;80;55;39;2;4;2;6;8;47.2;45.8;55;37;34;3;16;11;8;36;0.11;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;2;2;11;1;0;10;11;0;0;17;9;3;7;3;-6;-1.3;5;3;0;1;0;351;338;256;246;182;186;17.8;15;68;52;20;21;15;9;20;16;35;25;150;168;190;157;60;49;21;19;0.8;0.5;1.3;;;;943.99;111;9;117;10.2;0.41
McBain;Jamie;Defense;D;ARI;USA;73;180;R;3;0;0;0;0;0;-1;-0.5;0;61;3000;49.9;16.67;0.31;0.00;0.08;0.9;977;2.41;3.61;0.40;-1;-1.2;8;5;3;0.1;0;0;0;0;60.7;55.1;0;0;3;-3;2;1;1;4;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0.3;0;0;0;0;0;53;58;38;47;26;30;3.1;3.4;12;10;2;3;6;7;0;5;6;12;22;14;22;26;8;3;1;3;-0.1;0;0;;;;113.13;4;0;133.5;-0.2;-0.06
McCabe;Jake;Defense;D;BUF;USA;73;209;L;76;3;17;10;7;20;-7;-9.3;26;2036;94415;1571.1;20.7;0.36;0.31;0.09;0.913;1002;2.48;3.17;0.44;-18;-0.69;176;119;79;4.3;10;8;13;21;50.3;48.8;209.6;73;131;-58;40;46;29;114;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;1;5;34;0;1;14;22;1;0;41;13;14;12;10;1;5.6;13;0;0;0;0;1321;1625;1001;1262;726;953;61.2;77.5;206;258;65;83;41;64;96;64;137;128;716;745;542;496;209;156;73;85;0.6;3.4;4;;;;2838.63;213;7.8;112.5;13.5;0.18
McCann;Jared;Center;C;FLA;CAN;73;198;L;29;1;6;6;0;7;-1;-1.8;4;465;20245;337.4;11.63;0.23;0.54;0.07;0.92;994;2.31;2.13;0.52;1;0.18;78;60;44;3.4;8;2;3;5;36.4;28.2;146.2;28;21;7;16;8;8;6;0.02;41;64;0.39;0.32;7;21;9;18;25;25;12;25;13;11;27;45;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;14;4;2;8;9;2;0;19;2;8;2;7;6;5.4;2;0;0;0;0;325;278;247;199;175;150;12.4;12;28;33;13;12;5;14;14;13;19;27;150;177;127;114;54;51;18;27;-0.1;0.4;0.3;;;;1144.35;38;18;107.2;9.6;0.33
McCarron;Michael;Right wing;RW/C;MTL;USA;78;231;R;31;1;4;3;1;5;-4;-3.4;41;453;18393;306.5;9.88;0.19;0.56;0.07;0.922;993;1.76;2.15;0.45;-2;-0.39;56;45;31;2.7;10;2;4;6;26.3;28.9;112.5;75;68;7;14;6;7;11;0.04;76;99;0.43;0.75;16;29;34;43;26;27;31;43;17;22;49;63;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;13;4;0;0;1;1;0;25;13;6;11;6;-7;-2.8;8;5;0;0;0;254;249;192;187;126;141;11.9;10.2;42;32;9;11;12;6;17;13;29;19;111;124;191;234;44;25;27;13;-0.2;0.2;0;;;;1328.96;132;10.3;98.5;3.7;0.12
McClement;Jay;Center;C;CAR;CAN;73;205;L;65;5;3;2;1;8;-8;-4.3;18;1120;44392;739.3;11.38;0.21;0.53;0.06;0.901;962;1.22;3.17;0.28;-24;-1.95;87;65;37;6.4;25;5;12;17;23.5;21.7;70.9;49;57;-8;28;15;29;40;0.05;253;272;0.48;0.88;105;120;87;93;61;59;80;71;76;86;169;182;0;0;1;0;0;0;0;0;2;0;1;0;2;0;1;1;26;6;0;4;4;3;0;20;9;5;9;5;-4;-3.1;9;0;0;0;0;501;784;351;576;247;394;21.1;39;77;133;15;39;16;28;40;30;56;58;283;315;309;322;83;133;34;26;-0.6;0.6;0;;;;2869.53;107;8.7;104.3;3.2;0.05
McCormick;Max;Right wing;RW/LW/C;OTT;USA;71;188;L;7;0;0;0;0;0;-3;-1.1;0;72;2839;47.3;6.77;0.14;0.00;0.00;0.906;906;0;3.8;0.00;-3;-3.8;14;9;7;0.5;2;2;0;2;30;28.3;0;13;4;9;2;0;2;1;0.02;15;9;0.63;0.47;4;2;6;2;5;5;7;4;5;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;1;3;0;1;0;0;1;0;0;0;0;0;0;50;63;27;44;20;32;1.2;2.5;3;8;0;3;5;4;2;4;7;8;23;28;40;22;4;4;7;3;-0.1;-0.1;-0.2;;;;299.88;14;0;143.2;-0.5;-0.07
McCoshen;Ian;Defense;D;FLA;USA;75;217;L;3;0;1;0;1;1;0;-0.4;0;52;2386;40.1;13.25;0.27;1.00;0.07;0.944;1011;1.49;1.49;0.50;0;0;1;0;0;0;0;0;0;0;0;NA;0;3;3;0;0;0;0;2;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;30;28;24;22;15;18;1.8;1.2;5;4;1;1;3;1;0;1;3;2;19;19;10;9;3;1;1;1;0.1;0.1;0.2;;;;110.04;5;0;86.7;0.8;0.25
McDavid;Connor;Center;C;EDM;CAN;73;200;L;82;30;70;44;26;100;27;24.2;26;1998;103967;1718.7;21.13;0.35;0.78;0.12;0.908;1032;4.47;2.41;0.65;59;2.06;421;329;252;30.4;132;18;15;33;21.6;21.1;603.4;34;118;-84;77;54;76;29;0.02;348;458;0.43;0.51;78;108;157;203;113;147;90;118;118;152;233;311;1;7;6;3;1;1;8;0;0;7;0;0;15;0;5;7;65;45;1;7;36;13;9;141;13;51;12;51;38;34.7;13;0;0;0;0;1924;1423;1441;1031;1036;753;115.7;69.7;462;235;128;69;73;43;79;95;152;138;741;856;572;556;348;237;68;127;9.7;3;12.8;4;2;1;3153.75;89;8.5;116.8;104.7;1.28
McDonagh;Ryan;Defense;D;NYR;USA;73;216;L;77;6;36;22;14;42;20;4.6;37;2275;112530;1870.2;24.35;0.41;0.44;0.10;0.918;1014;3.08;2.44;0.56;20;0.64;321;221;153;9.9;17;7;15;22;48.2;42.3;315.5;80;86;-6;67;60;45;160;0.09;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;1;0;4;0;0;3;64;2;1;43;20;2;0;85;17;17;16;17;0;8.8;16;1;0;0;0;1805;1840;1397;1315;1002;924;102.1;84.4;358;298;96;76;80;57;80;84;160;141;923;1036;518;557;322;254;62;98;3;4.8;7.8;;;;2745.66;278;7.8;116.9;38.5;0.5
McDonald;Colin;Right wing;RW/C;PHI;USA;74;219;R;3;1;0;0;0;1;1;-0.4;0;37;1624;27.1;9.02;0.20;1.00;0.08;1;1077;2.22;0;1.00;1;2.22;6;6;5;0.7;3;0;1;1;24.4;21.6;0;9;3;6;1;0;0;0;0.00;0;1;0.00;0.04;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;23;21;17;18;13;13;1.2;1.2;4;5;1;0;1;2;1;0;2;2;13;12;20;14;2;0;0;0;0.1;0.1;0.2;;;;106.17;9;0;97.5;1.4;0.46
McEneny;Evan;Defense;D;VAN;CAN;74;203;L;1;0;0;0;0;0;-1;0.5;0;23;908;15.1;15.13;0.27;0.00;0.17;0.667;833;3.97;7.94;0.33;-1;-3.97;1;1;1;0;0;0;0;0;62;61.7;0;0;1;-1;0;0;0;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;10;11;7;8;6;6;0.6;0.7;3;3;1;2;0;1;1;1;1;2;7;7;5;2;3;1;2;0;0;0;-0.1;;;;40.25;0;0;83.3;-0.1;-0.13
McGinn;Brock;Left wing;LW;CAR;CAN;72;185;L;57;7;9;6;3;16;-11;-4.5;6;1017;41031;670.5;12;0.22;0.73;0.08;0.892;969;1.97;3.13;0.39;-13;-1.16;141;100;74;9.6;39;14;13;27;26.4;24.1;163.3;91;70;16;27;14;29;22;0.03;1;3;0.25;0.01;0;0;0;2;1;1;0;1;1;1;1;2;0;1;1;0;0;0;1;0;0;2;1;0;3;0;0;2;25;12;0;7;18;3;0;34;3;16;2;12;13;10.9;3;0;0;0;0;596;640;409;458;286;324;26.8;30.9;86;95;22;35;33;27;34;33;67;60;327;293;266;282;94;117;25;34;0.6;0.4;1.1;1;1;1;2368.54;119;40;110.6;17.5;0.31
McGinn;Jamie;Left wing;LW/RW;ARI;CAN;73;205;L;72;9;8;4;4;17;-23;-10.9;23;1284;56906;946.6;13.17;0.25;0.61;0.06;0.914;975;1.77;2.79;0.39;-16;-1.01;173;150;116;13.1;51;20;7;27;28.9;25.5;110.8;116;69;47;34;27;5;18;0.02;1;2;0.33;0.00;1;0;0;1;0;1;0;0;0;1;1;1;0;1;2;0;0;0;0;0;1;2;2;0;4;0;1;1;32;11;2;14;8;11;3;67;10;10;10;9;0;0;9;1;0;0;0;843;938;641;735;460;511;40;42.7;134;143;28;44;52;30;27;38;79;68;422;487;445;343;125;77;50;43;0.2;0.2;0.4;;;;2902.51;158;13.4;112.9;10.6;0.15
McIlrath;Dylan;Defense;D;FLA/NYR;CAN;77;236;R;6;1;0;0;0;1;-2;-1.7;14;76;3426;57.2;9.52;0.19;1.00;0.07;0.897;963;1.05;3.15;0.25;-2;-2.1;11;6;3;0.1;0;0;0;0;55.3;49;0;15;4;11;3;3;1;4;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;2;0;0;1;4;1;3;0;-3;-2.7;2;2;0;0;0;38;53;28;43;15;29;1.4;2.7;4;9;1;3;0;1;2;3;2;4;23;29;41;20;6;4;4;4;0.1;0;0.1;;;;241.92;35;8;95.5;-0.3;-0.05
McKegg;Greg;Center;C;FLA/T.B;CAN;72;191;L;46;3;4;3;1;7;-3;-5.4;22;669;27331;455.2;9.9;0.19;0.47;0.08;0.933;1017;1.98;2.37;0.46;-3;-0.4;54;46;36;3.1;8;1;3;4;32.4;28;59.7;48;47;1;10;6;7;16;0.04;90;90;0.50;0.41;37;33;36;35;17;22;29;24;25;25;59;69;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;2;7;3;1;5;7;3;0;17;8;7;8;3;-1;-4.9;6;2;0;0;0;314;454;246;364;178;269;13.3;19.8;33;56;15;18;10;19;12;25;22;44;219;224;273;188;58;44;41;33;-0.2;0.5;0.3;;;;1940.11;88;9.2;101.2;1.8;0.04
McKenzie;Curtis;Left wing;LW;DAL;CAN;74;205;L;53;6;10;5;5;16;5;-1.1;72;863;34509;571.7;10.85;0.20;0.70;0.09;0.923;1011;2.41;2.41;0.50;0;0;116;94;66;8.8;29;8;9;17;27.4;25.8;122.4;103;44;59;28;10;12;31;0.05;3;3;0.50;0.01;1;2;1;0;1;1;2;1;0;1;1;1;0;4;3;0;0;0;0;1;0;0;1;0;4;0;0;3;25;7;1;3;2;10;0;43;20;15;16;17;-5;0.9;11;8;0;1;0;532;607;382;433;261;297;25.7;29.4;90;98;23;23;27;29;30;26;57;55;240;262;288;195;93;63;46;45;0.8;0.8;1.6;;;;2254.95;214;10.5;119.5;17.3;0.33
McLeod;Cody;Left wing;LW/RW;COL/NSH;CAN;74;210;L;59;5;1;0;1;6;-3;-5.6;145;662;25366;422.3;7.17;0.15;0.60;0.07;0.94;1012;1.42;1.85;0.44;-3;-0.43;47;38;30;2.8;8;3;2;5;28.5;25.1;0;150;37;113;8;2;4;14;0.03;0;1;0.00;0.00;0;0;0;1;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;2;0;3;0;0;1;7;6;0;1;2;4;1;16;36;7;33;12;-29;-19;15;19;0;1;1;254;411;188;294;140;217;10.6;17;26;49;10;13;7;14;13;11;20;25;175;184;337;216;35;31;57;33;0;0.4;0.4;;;;2363.88;328;10.3;94.5;-4.3;-0.07
McNabb;Brayden;Defense;D;L.A;CAN;76;212;L;49;2;2;0;2;4;1;9.2;54;1056;44292;738.2;15.07;0.29;0.21;0.05;0.929;977;1.54;1.63;0.49;-1;-0.08;125;74;47;2.6;6;6;5;11;51.2;49.6;0;110;86;24;27;32;10;54;0.10;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;27;2;0;25;3;1;0;16;18;6;17;7;-12;-7.5;12;6;0;0;0;800;560;577;398;392;281;33.5;24.5;99;83;19;20;31;20;39;42;70;62;366;340;402;391;112;54;57;48;-0.3;2.2;2;;;;1847.91;224;10;110.5;20.7;0.42
McNeill;Mark;Center;C/RW;DAL;CAN;74;214;R;1;0;0;0;0;0;-1;-0.2;0;17;829;13.8;13.82;0.24;0.00;0.00;0.833;833;0;4.34;0.00;-1;-4.34;1;1;1;0.2;1;0;0;0;15;14.1;0;0;3;-3;0;1;0;1;0.06;0;2;0.00;0.20;0;2;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;18;7;9;4;6;0.8;1;3;4;0;1;1;1;0;0;1;1;4;6;5;10;2;2;0;0;0;0;-0.1;;;;44.95;1;0;117.3;-0.5;-0.5
Mcquaid;Adam;Defense;D;BOS;CAN;76;212;R;77;2;8;4;4;10;4;4.4;71;1936;84300;1394.9;18.12;0.33;0.21;0.07;0.906;978;2.06;2.71;0.43;-15;-0.65;136;94;64;2.5;1;4;4;8;59.7;49.3;72.4;157;121;36;30;24;10;144;0.11;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;29;0;0;23;13;0;0;28;23;12;21;12;-11;-4.1;17;5;0;1;0;1264;1323;930;957;668;668;50.3;60.8;143;196;48;63;34;38;44;48;78;86;842;733;514;566;186;190;89;71;-0.4;3.7;3.3;;;;2843.38;377;9.8;111.3;25.4;0.33
Megan;Wade;Center;C;STL;USA;73;192;L;3;1;0;0;0;1;1;0.6;0;41;1584;26.3;8.8;0.17;0.50;0.13;0.917;1042;4.57;2.28;0.67;1;2.28;7;7;6;0.4;2;1;0;1;30.8;27.7;0;2;2;0;1;0;0;0;0.00;13;14;0.48;0.90;6;5;4;8;3;1;6;6;3;5;9;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;22;22;19;16;16;12;1.3;0.9;5;0;2;1;1;0;2;0;3;0;14;16;15;10;1;1;3;0;0.1;0.1;0.2;;;;128.85;2;0;100.5;1.5;0.5
Megna;Jaycob;Defense;D;ANA;USA;78;225;L;1;0;0;0;0;0;1;-0.1;0;18;920;15.3;15.33;0.29;0.00;0.17;1;1167;3.92;0;1.00;1;3.92;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;13;17;7;15;6;9;0.7;0.8;2;5;1;0;1;0;2;0;3;0;8;5;8;3;0;3;0;2;0;0.1;0.1;;;;37.09;0;0;117.5;0;0
Megna;Jayson;Center;C;VAN;USA;73;195;R;58;4;4;3;1;8;-4;-7.8;6;1013;43271;721.2;12.43;0.24;0.47;0.06;0.945;1003;1.41;1.58;0.47;-2;-0.17;107;88;72;7.6;31;7;10;17;27.7;25;114.2;87;36;51;16;8;20;23;0.04;2;14;0.13;0.03;0;6;1;4;1;4;0;1;1;6;2;11;0;1;0;0;0;0;1;0;0;0;1;0;2;0;3;1;12;7;3;3;5;4;1;49;3;13;3;12;10;9.7;3;0;0;0;0;575;644;398;492;292;346;26;26.2;91;78;17;19;20;17;38;24;58;41;334;304;263;285;77;74;30;36;-0.7;0.8;0.1;;;;2350.43;116;35.7;101.4;7.3;0.13
Meier;Timo;Right wing;RW;S.J;CHE;72;210;L;34;3;3;2;1;6;1;4.9;10;626;25446;423.5;12.47;0.23;0.46;0.05;0.918;972;1.84;1.98;0.48;-1;-0.14;156;115;85;8.6;28;9;8;17;26.4;25.1;72.8;64;58;6;30;28;24;5;0.01;1;4;0.20;0.01;0;0;0;1;1;3;0;1;0;1;1;3;0;0;1;0;0;0;1;0;0;0;0;0;2;0;1;0;29;12;2;6;9;3;5;48;5;7;4;5;2;1;5;0;0;0;0;455;354;328;264;241;170;21.7;15.9;73;45;13;14;23;6;30;17;53;23;179;182;153;196;101;72;21;27;-0.2;0.6;0.4;;;;1403.68;79;17.6;114.6;16.3;0.48
Melchiori;Julian;Defense;D;WPG;CAN;77;214;L;18;0;2;1;1;2;0;-2.9;8;411;19837;313.3;18.37;0.34;0.22;0.07;0.938;1004;1.72;1.92;0.47;-1;-0.19;31;21;15;0.4;1;1;0;1;60.9;51.9;24.1;30;17;12;8;18;4;31;0.10;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;7;1;0;0;7;4;1;4;0;-3;-0.6;4;0;0;0;0;241;308;182;220;135;160;12.2;14.8;40;56;9;10;9;14;22;24;31;38;143;157;130;104;54;44;17;10;-0.2;0.5;0.3;;;;621.12;69;8.5;105.1;1.1;0.06
Merrill;Jon;Defense;D;N.J;USA;75;205;L;51;1;5;1;4;6;-9;-1.2;24;1273;56813;952.4;18.75;0.33;0.24;0.06;0.911;974;1.58;2.65;0.37;-17;-1.07;95;71;48;2.1;2;1;6;7;52.5;45.4;29.4;39;100;-61;24;22;16;68;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;19;0;0;17;15;0;1;15;12;5;12;4;-7;-2.5;12;0;0;0;0;686;848;541;646;393;471;32.9;41.7;100;134;25;42;19;26;27;34;46;60;394;402;350;381;104;102;54;45;-0.4;1.7;1.3;;;;1896.53;131;4.6;96.6;5.6;0.11
Methot;Marc;Defense;D;OTT;CAN;75;220;L;68;0;12;5;7;12;13;2.6;24;1878;80877;1347.2;19.82;0.36;0.23;0.08;0.925;1008;2.36;2.41;0.50;-1;-0.04;113;80;69;3;6;5;5;10;45.4;42.5;109.9;164;67;97;11;38;11;77;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;1;22;13;0;2;28;12;10;12;8;-2;2.8;12;0;0;0;0;1116;1422;838;1018;635;716;51.9;62.4;169;191;53;54;57;52;67;72;124;124;673;658;563;467;232;163;67;74;-0.4;4.2;3.9;;;;2431.07;265;14.6;113;11;0.16
Michalek;Milan;Left wing;LW/RW;TOR;CZE;74;225;L;5;1;1;0;1;2;-2;-0.2;2;105;4281;71.4;14.27;0.26;1.00;0.07;0.879;950;1.68;3.36;0.33;-2;-1.68;10;8;6;0.7;2;1;0;1;22.8;22.2;0;7;8;-1;2;1;3;9;0.12;0;1;0.00;0.01;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;5;1;0;1;0;-1;-0.9;1;0;0;0;0;62;75;40;49;28;33;2.2;2.9;6;10;2;4;2;2;2;7;4;9;41;39;35;32;10;8;7;2;0.1;0;0.1;;;;205.64;18;10;115.1;1.4;0.28
Michalek;Zbynek;Defense;D;ARI;CZE;74;210;R;3;0;0;0;0;0;1;-0.9;0;68;3179;53;17.67;0.32;0.00;0.05;0.971;1016;1.13;1.13;0.50;0;0;5;3;3;0;0;0;0;0;68.7;68.1;0;7;4;3;0;3;0;5;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0.2;0;0;0;0;0;31;63;26;52;22;34;1.6;2.9;7;9;1;1;1;1;0;2;1;3;18;28;12;17;7;5;0;2;-0.1;0.2;0.1;;;;111.96;12;0;106.5;-0.6;-0.19
Milano;Sonny;Left wing;LW;CBJ;USA;74;197;L;4;0;0;0;0;0;-3;0.8;0;63;2804;46.7;11.68;0.22;0.00;0.05;0.789;842;1.28;5.14;0.20;-3;-3.85;6;4;2;0.7;2;2;0;2;8.5;19.5;0;3;5;-2;2;3;1;2;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0.1;0;0;0;0;0;39;39;29;31;19;19;2.2;1.8;4;7;1;4;3;0;1;3;4;3;14;25;26;18;9;4;1;1;-0.1;-0.1;-0.2;;;;167.32;5;0;100.2;-0.4;-0.09
Miller;Colin;Defense;D;BOS;CAN;73;196;R;61;6;7;4;3;13;0;13.5;55;1296;57886;964.1;15.73;0.29;0.38;0.06;0.909;970;2.12;1.87;0.53;4;0.25;NA;NA;85;4.1;3;NA;8;NA;51.5;NA;92.1;85;NA;NA;63;30;19;36;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;3;1;2;6;54;2;0;51;12;0;0;20;19;14;17;12;-5;1.4;15;3;0;0;1;1078;658;817;477;557;330;47.4;25.6;150;76;34;30;33;12;47;23;80;35;468;433;386;451;139;121;63;75;1;2.3;3.3;;;;2406.63;179;6.9;108;31.9;0.52
